id,title,comb_feat
137094,Jack Ryan: Shadow Recruit,Action Drama Thriller london england corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jack ryan u.s. marine rehab analyst Paramount Pictures Di Bonaventura Pictures Mace Neufeld Productions Skydance Productions Etalon film Buckaroo Entertainment 5.9
274479,Joy,Drama Comedy factory inventor strong woman biography based on true story stolen patent Fox 2000 Pictures Davis Entertainment Annapurna Pictures TSG Entertainment 6.4
267860,London Has Fallen,Action Crime Thriller london england terrorist terrorist attack Millennium Films LHF Film Gerard Butler Alan Siegel Entertainment Nu Boyana Film Studios 5.8
8078,Alien: Resurrection,Science Fiction Horror Action android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler gene manipulation man in wheelchair breeding genetic engineering regeneration xenomorph alien queen explosive decompression swimming underwater Twentieth Century Fox Film Corporation Brandywine Productions 5.9
7485,Shooter,Action Drama Mystery Thriller Crime corruption sniper senator conspiracy of murder childlessness rifle sniper rifle fbi agent Paramount Pictures Di Bonaventura Pictures Grosvenor Park Impact Productions 6.9
170687,The Boxtrolls,Animation Comedy Family Fantasy based on novel stop motion father daughter relationship unlikely friendship duringcreditsstinger Laika Entertainment 6.6
6435,Practical Magic,Drama Fantasy Comedy witch magic sorcery love curse family curse Village Roadshow Pictures DiNovi Pictures Fortis Films Warner Bros. Stargate Studios 6.3
137106,The Lego Movie,Adventure Animation Comedy Family Fantasy father son relationship creativity friendship part live action toys based on toy falling in love super powers duringcreditsstinger different worlds lego batman Village Roadshow Pictures DC Comics Vertigo Entertainment Lin Pictures Warner Bros. Animation LEGO Warner Bros. Animal Logic Warner Animation Group RatPac-Dune Entertainment 7.5
10040,Miss Congeniality 2: Armed and Fabulous,Action Comedy ransom press conference ship miss america fbi agent Village Roadshow Pictures Castle Rock Entertainment Fortis Films 5.3
6278,Reign of Fire,Adventure Action Fantasy dragon evolution fire chief animated map theatre audience dragonslayer tunnel construction fire repellent drilling iodine The Zanuck Company Spyglass Entertainment World 2000 Entertainment Touchstone Pictures Tripod Entertainment 6.0
82682,Gangster Squad,Crime Drama Action Thriller los angeles gangster Village Roadshow Pictures Lin Pictures Warner Bros. Langley Park Production 6.2
17610,Year One,Comedy Adventure temple slavery stone age circumcision hebrews cavemen prehistoric adventure duringcreditsstinger prehistoric times prehistoric man Columbia Pictures Ocean Pictures Apatow Productions 4.6
22954,Invictus,Drama History stadium south africa apartheid nelson mandela sport nation rugby president racism poverty celebration duringcreditsstinger Spyglass Entertainment Malpaso Productions Revelations Entertainment Mace Neufeld Productions Warner Bros. Liberty Pictures (II) 7.0
16995,State of Play,Action corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracy of murder politics election campaign government murder thriller blog reporter Universal Pictures StudioCanal Andell Entertainment Relativity Media Working Title Films 6.7
16558,Duplicity,Romance Comedy Crime spy Universal Pictures Laura Bickford Productions Relativity Media Medienproduktion Poseidon Filmgesellschaft 5.7
9849,My Favorite Martian,Comedy Drama Family Science Fiction alien martian based on tv series fish out of water Walt Disney Pictures 5.1
5820,The Sentinel,Action Thriller Crime usa president agent Twentieth Century Fox Film Corporation Dune Entertainment Major Studio Partners Regency Enterprises Epsilon Motion Pictures New Regency Pictures Sentinel Productions Furthur Films 5.8
16866,Planet 51,Science Fiction Animation Family Comedy Adventure flying saucer alien life-form spaceship alien alien planet planet duringcreditsstinger TriStar Pictures Ilion Animation Studios Hand Made Films 5.6
201,Star Trek: Nemesis,Science Fiction Action Adventure Thriller clone assassination ambush federation starfleet enterprise-e romulus android senate self sacrifice telepathy weapon romulans space opera Paramount Pictures 6.1
11775,Intolerable Cruelty,Crime Comedy Romance california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce Imagine Entertainment Universal Pictures Mike Zoss Productions Alphaville Productions 5.8
87825,Trouble with the Curve,Drama Romance women baseball pitcher home run aging sport talent-scout cigar smoking poor eyesight boston red sox draft motel room baseball scout failing eyesight blurry vision blurred sight Malpaso Productions Warner Bros. 6.6
12201,Edge of Darkness,Crime Drama Mystery Thriller murder violence death of daughter homicide detective Icon Productions BBC Films GK Films Warner Bros. 6.2
11015,The Relic,Horror Mystery Thriller chicago based on novel monster museum pile of dead bodies god dead body anthropologist indian tribe amazon jungle Paramount Pictures Universal Pictures Toho-Towa Mutual Film Company Pacific Western PolyGram Filmed Entertainment Marubeni Tele München Fernseh Produktionsgesellschaft (TMG) British Broadcasting Corporation (BBC) 5.8
9932,Analyze That,Comedy Crime prison gold therapist gangster Village Roadshow Pictures NPV Entertainment Warner Bros. Tribeca Productions Baltimore Spring Creek Pictures Face Productions 5.7
13389,Righteous Kill,Action Crime Drama Thriller revenge murder plot twist dirty cop Grosvenor Park Media Ltd. InVenture Entertainment Millennium Films Emmett/Furla Films Nu-Image Films 5.9
8838,Mercury Rising,Action Crime Drama Thriller assassin loss of family autism fbi bangkok national security agency (nsa) boy child in peril fbi agent autistic savant Imagine Entertainment Universal Pictures 6.0
17332,The Soloist,Drama newspaper cello musical violin los angeles DreamWorks Universal Pictures StudioCanal Participant Media Krasnoff Foster Productions Working Title Films 6.6
4958,The Legend of Bagger Vance,Fantasy Drama competition world war i great depression caddy savannah DreamWorks SKG Twentieth Century Fox Film Corporation Wildwood Enterprises Epsilon Motion Pictures Allied Filmmakers 6.3
786,Almost Famous,Drama Music hotel room san diego drug addiction stewardess overdose groupie music journalist black sabbath rock concert swimming pool based on true story promiscuity coming of age on the road domineering mother reconciliation semi autobiographical innocence lost bus trip aspiring writer Columbia Pictures Vinyl Films DreamWorks Pictures 7.4
9513,Garfield: A Tail of Two Kitties,Animation Comedy Family london england cat mistake in person luxury wretch nobility garfield Twentieth Century Fox Film Corporation Dune Entertainment Davis Entertainment 5.1
11679,xXx: State of the Union,Action Adventure Crime Drama Mystery Thriller washington d.c. helicopter usa president general coup d'etat military prison coup agent insurgent secretary of defense potus Original Film Columbia Pictures Corporation Revolution Studios 4.7
38321,Priest,Action Science Fiction Fantasy Thriller Horror vampire crucifixion post-apocalyptic dystopia vampire hunter disobey niece dark hero Screen Gems Stars Road Entertainment Buckaroo Entertainment Michael De Luca Productions TOKYOPOP 5.4
14411,Sinbad: Legend of the Seven Seas,Family Animation Adventure prince water monster DreamWorks Animation 6.6
8413,Event Horizon,Horror Science Fiction Mystery space marine nudity nightmare hallucination cryogenics space travel black hole insanity delusion crew alternate dimension evil spirit hellgate religion explosion violence burning man rescue team flashback supernatural power trapped in space distress signal derelict ship Paramount Pictures Impact Pictures Golar Productions 6.5
10052,Dragonfly,Drama pregnancy and birth voice dragonfly car crash jungle hospital doctor humanitarian spiritism Universal Pictures Spyglass Entertainment Shady Acres Entertainment Gran Via Productions Kalima Productions GmbH & Co. KG NDE Productions 6.1
9676,The Black Dahlia,Drama pornography observer los angeles murder hunt Universal Pictures Davis-Films Signature Pictures Linson Entertainment Art Linson Productions Millennium Films Equity Pictures Medienfonds GmbH & Co. KG III Nu Image Entertainment GmbH 5.7
9664,Flyboys,Action Adventure Drama History Romance War world war i biplane Ingenious Film Partners Electric Entertainment Skydance Productions Flyboys Films 6.3
2100,The Last Castle,Action Drama Thriller prison general DreamWorks SKG 7.0
10384,Supernova,Horror Science Fiction Thriller black people starships future star supernova blast United Artists Metro-Goldwyn-Mayer (MGM) Hammerhead Productions Screenland Pictures 4.9
137321,Winter's Tale,Drama Fantasy Mystery Romance based on novel Village Roadshow Pictures Weed Road Pictures Warner Bros. 6.0
123553,The Mortal Instruments: City of Bones,Action Adventure Drama Mystery Romance Fantasy angel vampire werewolf warlock downworlder shadowhunter demon hunter based on young adult novel Constantin Film Produktion Don Carmody Productions Unique Features Mr. Smith Productions 6.2
11260,Meet Dave,Comedy Science Fiction Adventure Family new york captain starships new love earth friendship crew car crash space alien survival planet duringcreditsstinger Twentieth Century Fox Film Corporation Dune Entertainment Regency Enterprises Guy Walks into a Bar Productions Deep River Productions Friendly Films (II) 5.0
9009,Dark Water,"Drama Horror Thriller based on novel water remake teacher divorce apartment ghost manhattan, new york city Vertigo Entertainment Touchstone Pictures Post No Bills Films Pandemonium Productions 5.3"
11374,Edtv,Comedy tv show tv station simulated reality  reality tv tv star tv ratings Imagine Entertainment Universal Pictures 5.7
2309,Inkheart,Adventure Family Fantasy book fairy tale eavesdropping adventure writer's block New Line Cinema Internationale Filmproduktion Blackbird Erste 6.0
8285,The Spirit,Action Comedy Thriller Crime Science Fiction secret identity robber mask frog based on comic strip back from the dead DC Comics Lionsgate Odd Lot Entertainment Media Magik Entertainment Dark Lot Entertainment Continental Entertainment Group (CEG) 4.7
210860,Mortdecai,Comedy Adventure based on novel painting debt art dealer stolen painting Lionsgate Mad Chance OddLot Entertainment Huayi Brothers Media 5.4
2312,In the Name of the King: A Dungeon Siege Tale,Adventure Fantasy Action Drama fictional place monster loss of family new love hero love of one's life magic fairy tale villain kingdom enchantment bad power son heir to the throne motherly love wizardry revenge royalty family based on video game medieval Boll Kino Beteiligungs GmbH & Co. KG Brightlight Pictures Herold Productions 4.1
